mean_1,median_1,mode_1,mean_2,median_2,mode_2,t-stat,p-value,correlation,significance
5.089806896551724,5.26,0.12,5.897517241379312,5.6,3.8,-5.400610976867149,0.22985311301931213,0.04464906618443132,There is no significant difference between the two groups.
5.089806896551724,5.26,9.0,5.897517241379312,5.6,29.0,-5.400610976867149,0.22985311301931213,0.04464906618443132,There is no significant difference between the two groups.
